13.245,2484.963,131.766,-12.683,0,0.563,0.405
13.295,2491.536,131.132,-12.681,0,0.563,0.403
13.345,2498.077,130.498,-12.664,0,0.563,0.401
13.395,2504.586,129.866,-12.647,0,0.563,0.399
13.445,2511.063,129.234,-12.621,0,0.562,0.397
13.495,2517.509,128.604,-12.591,0,0.562,0.395
13.545,2523.924,127.975,-12.553,0,0.562,0.394
13.595,2530.307,127.348,-12.506,0,0.562,0.392
13.645,2536.658,126.724,-12.466,0,0.562,0.39
13.695,2542.979,126.102,-12.419,0,0.561,0.388
13.745,2549.269,125.482,-12.366,0,0.561,0.386
13.795,2555.527,124.865,-12.336,0,0.561,0.385
13.845,2561.755,124.249,-12.293,0,0.561,0.383
13.895,2567.952,123.635,-12.263,0,0.561,0.381
13.945,2574.119,123.023,-12.223,0,0.56,0.379
13.995,2580.255,122.413,-12.195,0,0.56,0.378
14.045,2586.36,121.803,-12.186,0,0.56,0.376
14.095,2592.435,121.194,-12.176,0,0.56,0.374
14.145,2598.479,120.586,-12.156,0,0.56,0.372
14.195,2604.494,119.978,-12.143,0,0.56,0.371
14.245,2610.477,119.371,-12.131,0,0.559,0.369
14.295,2616.431,118.765,-12.122,0,0.559,0.367
14.345,2622.354,118.159,-12.122,0,0.559,0.365
14.395,2628.247,117.553,-12.109,0,0.559,0.364
14.445,2634.109,116.948,-12.084,0,0.559,0.362
14.495,2639.941,116.345,-12.054,0,0.558,0.36
14.545,2645.744,115.743,-12.032,0,0.558,0.359
14.595,2651.516,115.142,-12.007,0,0.558,0.357
14.645,2657.258,114.542,-11.969,0,0.558,0.355
14.695,2662.97,113.945,-11.927,0,0.558,0.354
14.745,2668.652,113.35,-11.887,0,0.558,0.352
14.795,2674.305,112.756,-11.847,0,0.557,0.35
14.845,2679.928,112.165,-11.819,0,0.557,0.349
14.895,2685.522,111.574,-11.793,0,0.557,0.347
14.945,2691.086,110.986,-11.763,0,0.557,0.345
14.995,2696.62,110.398,-11.741,0,0.557,0.343
15.045,2702.125,109.811,-11.718,0,0.557,0.342
15.095,2707.601,109.226,-11.694,0,0.556,0.34
15.145,2713.048,108.642,-11.675,0,0.556,0.338
15.195,2718.465,108.059,-11.653,0,0.556,0.337
15.245,2723.854,107.476,-11.645,0,0.556,0.335
15.295,2729.213,106.894,-11.639,0,0.556,0.333
15.345,2734.543,106.313,-11.624,0,0.556,0.332
15.395,2739.844,105.732,-11.617,0,0.555,0.33
15.445,2745.116,105.151,-11.596,0,0.555,0.328
15.495,2750.36,104.572,-11.584,0,0.555,0.327
15.545,2755.574,103.993,-11.573,0,0.555,0.325
15.595,2760.759,103.414,-11.571,0,0.555,0.323
15.645,2765.915,102.836,-11.54,0,0.555,0.322
15.695,2771.042,102.26,-11.518,0,0.555,0.32
15.745,2776.141,101.685,-11.496,0,0.554,0.318
15.795,2781.211,101.111,-11.467,0,0.554,0.317
15.845,2786.252,100.538,-11.446,0,0.554,0.315
15.895,2791.265,99.966,-11.419,0,0.554,0.313
15.945,2796.249,99.396,-11.396,0,0.554,0.312
15.995,2801.204,98.827,-11.362,0,0.554,0.31
16.045,2806.131,98.259,-11.327,0,0.554,0.309
16.095,2811.03,97.694,-11.305,0,0.553,0.307
16.145,2815.901,97.129,-11.276,0,0.553,0.305
16.195,2820.743,96.566,-11.256,0,0.553,0.304
16.245,2825.557,96.004,-11.239,0,0.553,0.302
16.295,2830.344,95.442,-11.227,0,0.553,0.301
16.345,2835.102,94.881,-11.212,0,0.553,0.299
16.395,2839.832,94.32,-11.206,0,0.553,0.297
16.445,2844.534,93.761,-11.186,0,0.552,0.296
16.495,2849.208,93.202,-11.175,0,0.552,0.294
16.545,2853.854,92.643,-11.164,0,0.552,0.292
16.595,2858.472,92.085,-11.145,0,0.552,0.291
16.645,2863.062,91.528,-11.134,0,0.552,0.289
16.695,2867.625,90.972,-11.124,0,0.552,0.288
16.745,2872.16,90.416,-11.109,0,0.552,0.286
16.795,2876.667,89.861,-11.101,0,0.551,0.285
16.845,2881.146,89.306,-11.089,0,0.551,0.283
16.895,2885.597,88.752,-11.087,0,0.551,0.281
16.945,2890.021,88.198,-11.074,0,0.551,0.28
16.995,2894.417,87.644,-11.061,0,0.551,0.278
17.045,2898.785,87.092,-11.045,0,0.551,0.277
17.095,2903.126,86.54,-11.023,0,0.551,0.275
17.145,2907.439,85.989,-11.003,0,0.551,0.273
17.195,2911.725,85.44,-10.971,0,0.55,0.272
17.245,2915.983,84.892,-10.942,0,0.55,0.271
17.295,2920.214,84.345,-10.928,0,0.55,0.269
17.345,2924.418,83.799,-10.914,0,0.55,0.267
17.395,2928.594,83.254,-10.892,0,0.55,0.266
17.445,2932.743,82.71,-10.861,0,0.55,0.264
17.495,2936.865,82.168,-10.844,0,0.55,0.263
17.545,2940.96,81.626,-10.831,0,0.55,0.261
17.595,2945.028,81.085,-10.82,0,0.55,0.26
17.645,2949.069,80.544,-10.802,0,0.549,0.258
17.695,2953.082,80.004,-10.785,0,0.549,0.257
17.745,2957.069,79.466,-10.769,0,0.549,0.255
17.795,2961.029,78.927,-10.757,0,0.549,0.254
17.845,2964.962,78.39,-10.748,0,0.549,0.252
17.895,2968.868,77.853,-10.741,0,0.549,0.251
17.945,2972.747,77.316,-10.727,0,0.549,0.249
17.995,2976.6,76.78,-10.722,0,0.549,0.248
18.045,2980.425,76.244,-10.723,0,0.549,0.246
18.095,2984.224,75.708,-10.708,0,0.548,0.245
18.145,2987.996,75.172,-10.707,0,0.548,0.243
18.195,2991.741,74.637,-10.696,0,0.548,0.241
18.245,2995.46,74.103,-10.69,0,0.548,0.24
18.295,2999.152,73.569,-10.675,0,0.548,0.239
18.345,3002.817,73.035,-10.663,0,0.548,0.237
18.395,3006.455,72.502,-10.646,0,0.548,0.236
18.445,3010.067,71.971,-10.632,0,0.548,0.234
18.495,3013.652,71.439,-10.619,0,0.548,0.233
18.545,3017.211,70.908,-10.614,0,0.548,0.231
18.595,3020.743,70.378,-10.606,0,0.547,0.23
18.645,3024.249,69.848,-10.597,0,0.547,0.228
18.695,3027.728,69.318,-10.586,0,0.547,0.227
18.745,3031.18,68.789,-10.577,0,0.547,0.225
18.795,3034.607,68.26,-10.574,0,0.547,0.223
18.845,3038.006,67.732,-10.553,0,0.547,0.222
18.895,3041.38,67.205,-10.531,0,0.547,0.221
18.945,3044.727,66.679,-10.51,0,0.547,0.219
18.995,3048.048,66.154,-10.498,0,0.547,0.218
19.045,3051.342,65.629,-10.48,0,0.547,0.216
19.095,3054.611,65.106,-10.461,0,0.547,0.215
19.145,3057.853,64.583,-10.441,0,0.546,0.214
19.195,3061.069,64.061,-10.434,0,0.546,0.212
19.245,3064.259,63.54,-10.418,0,0.546,0.211
19.295,3067.423,63.02,-10.406,0,0.546,0.209
19.345,3070.561,62.499,-10.401,0,0.546,0.208
19.395,3073.673,61.98,-10.39,0,0.546,0.206
19.445,3076.759,61.46,-10.38,0,0.546,0.205
19.495,3079.819,60.942,-10.364,0,0.546,0.203
19.545,3082.853,60.424,-10.346,0,0.546,0.202
19.595,3085.862,59.907,-10.335,0,0.546,0.201
19.645,3088.844,59.39,-10.329,0,0.546,0.199
19.695,3091.801,58.874,-10.32,0,0.546,0.198
19.745,3094.731,58.358,-10.314,0,0.545,0.196
19.795,3097.636,57.843,-10.302,0,0.545,0.195
19.845,3100.516,57.328,-10.298,0,0.545,0.194
19.895,3103.369,56.813,-10.287,0,0.545,0.192
19.945,3106.197,56.299,-10.284,0,0.545,0.191
19.995,3108.999,55.785,-10.273,0,0.545,0.19
20.045,3111.776,55.271,-10.276,0,0.545,0.188
20.095,3114.526,54.758,-10.264,0,0.545,0.187
20.145,3117.251,54.245,-10.268,0,0.545,0.185
20.195,3119.951,53.731,-10.262,0,0.545,0.184
20.245,3122.625,53.218,-10.261,0,0.545,0.183
20.295,3125.273,52.705,-10.267,0,0.545,0.181
20.345,3127.895,52.192,-10.255,0,0.545,0.18
20.395,3130.492,51.679,-10.249,0,0.544,0.178
20.445,3133.063,51.167,-10.236,0,0.544,0.177
20.495,3135.609,50.656,-10.223,0,0.544,0.176
20.545,3138.129,50.145,-10.209,0,0.544,0.175
20.595,3140.623,49.635,-10.197,0,0.544,0.174
20.645,3143.092,49.125,-10.186,0,0.544,0.173
20.695,3145.536,48.616,-10.179,0,0.544,0.171
20.745,3147.954,48.107,-10.171,0,0.544,0.17
20.795,3150.346,47.599,-10.163,0,0.544,0.169
20.845,3152.714,47.091,-10.151,0,0.544,0.167
